match_id,set_id,rally,player_A,player_B,score_A,score_B,winner,type,pressure_score,smasher,hit_x,hit_y,landing_x,landing_y
Mock_Match_1,1,38,Ginting,Kunlavut,19,16,B,平抽,45,A,0,0,0,0
Mock_Match_1,1,39,Ginting,Lee Zii Jia,21,10,A,吊球,42,None,0,0,0,0
Mock_Match_1,1,40,Lee Zii Jia,Momota,13,21,A,失误,71,None,0,0,0,0
Mock_Match_2,1,1,Shi Yuqi,Axelsen,18,12,B,杀球,59,B,0,0,0,0
Mock_Match_2,1,2,Kodai,Lee Zii Jia,13,11,A,平抽,53,None,0,0,0,0
Mock_Match_2,1,3,Christie,Antonsen,10,15,B,网前球,79,None,0,0,0,0
Mock_Match_2,1,4,Ginting,Lee Zii Jia,18,20,B,杀球,53,B,0,0,0,0
Mock_Match_2,1,5,Lakshya Sen,Shi Yuqi,16,12,B,杀球,75,B,0,0,0,0
Mock_Match_2,1,6,Christie,Lee Zii Jia,14,16,B,挑球,54,A,0,0,0,0
Mock_Match_2,1,7,Christie,Kodai,12,18,B,失误,82,None,0,0,0,0
Mock_Match_2,1,8,Momota,Axelsen,11,11,A,杀球,60,A,0,0,0,0
Mock_Match_2,1,9,Ginting,Kodai,17,12,B,网前球,53,None,0,0,0,0
Mock_Match_2,1,10,Ginting,Kunlavut,20,20,B,平抽,83,A,0,0,0,0
Mock_Match_2,1,11,Lee Zii Jia,Christie,20,19,A,杀球,70,A,0,0,0,0
Mock_Match_2,1,12,Lee Zii Jia,Momota,17,19,A,平抽,51,None,0,0,0,0
Mock_Match_2,1,13,Momota,Ginting,17,18,A,杀球,91,A,0,0,0,0
Mock_Match_2,1,14,Ginting,Axelsen,20,17,B,杀球,63,B,0,0,0,0
Mock_Match_2,1,15,Lakshya Sen,Christie,21,14,B,平抽,86,A,0,0,0,0
Mock_Match_2,1,16,Ginting,Kunlavut,21,18,A,吊球,43,None,0,0,0,0
Mock_Match_2,1,17,Ginting,Antonsen,12,13,A,失误,87,None,0,0,0,0
Mock_Match_2,1,18,Axelsen,Antonsen,10,19,B,失误,64,None,0,0,0,0
Mock_Match_2,1,19,Kodai,Antonsen,12,16,B,杀球,91,B,0,0,0,0
Mock_Match_2,1,20,Christie,Shi Yuqi,18,14,B,吊球,64,None,0,0,0,0
Mock_Match_2,1,21,Shi Yuqi,Antonsen,12,14,A,杀球,82,A,0,0,0,0
Mock_Match_2,1,22,Kodai,Kunlavut,13,18,B,杀球,85,B,0,0,0,0
Mock_Match_2,1,23,Shi Yuqi,Momota,12,19,A,吊球,89,None,0,0,0,0
Mock_Match_2,1,24,Axelsen,Kodai,10,11,A,杀球,86,A,0,0,0,0
Mock_Match_2,1,25,Christie,Axelsen,19,16,B,杀球,74,B,0,0,0,0
Mock_Match_2,1,26,Kunlavut,Antonsen,17,13,B,网前球,57,A,0,0,0,0
Mock_Match_2,1,27,Momota,Lakshya Sen,16,11,B,网前球,43,A,0,0,0,0
Mock_Match_2,1,28,Lakshya Sen,Christie,21,20,A,杀球,78,A,0,0,0,0
Mock_Match_2,1,29,Lakshya Sen,Axelsen,17,20,B,平抽,87,None,0,0,0,0
Mock_Match_2,1,30,Kunlavut,Lakshya Sen,15,13,A,网前球,93,B,0,0,0,0
Mock_Match_2,1,31,Antonsen,Lakshya Sen,21,20,A,杀球,60,A,0,0,0,0
Mock_Match_2,1,32,Christie,Shi Yuqi,12,11,A,失误,60,None,0,0,0,0
Mock_Match_2,1,33,Kodai,Christie,19,13,A,平抽,84,B,0,0,0,0
Mock_Match_2,1,34,Lakshya Sen,Momota,13,13,B,杀球,77,B,0,0,0,0
Mock_Match_2,1,35,Axelsen,Lee Zii Jia,17,18,A,失误,60,None,0,0,0,0
Mock_Match_2,1,36,Kunlavut,Momota,21,10,B,杀球,91,B,0,0,0,0
Mock_Match_2,1,37,Kunlavut,Lakshya Sen,21,18,A,平抽,80,B,0,0,0,0
Mock_Match_2,1,38,Ginting,Lakshya Sen,14,13,B,吊球,88,None,0,0,0,0
Mock_Match_2,1,39,Lakshya Sen,Shi Yuqi,11,21,B,杀球,59,B,0,0,0,0
Mock_Match_2,1,40,Lee Zii Jia,Shi Yuqi,16,12,B,失误,88,None,0,0,0,0
Mock_Match_3,1,1,Kodai,Antonsen,18,13,B,杀球,58,B,0,0,0,0
Mock_Match_3,1,2,Momota,Axelsen,20,16,B,失误,61,None,0,0,0,0
Mock_Match_3,1,3,Momota,Lakshya Sen,20,12,A,网前球,43,B,0,0,0,0
Mock_Match_3,1,4,Kunlavut,Christie,15,19,B,失误,63,None,0,0,0,0
Mock_Match_3,1,5,Momota,Lee Zii Jia,19,11,B,杀球,55,B,0,0,0,0
Mock_Match_3,1,6,Antonsen,Shi Yuqi,13,20,B,平抽,75,A,0,0,0,0
Mock_Match_3,1,7,Kunlavut,Lakshya Sen,13,16,A,平抽,78,None,0,0,0,0
Mock_Match_3,1,8,Kodai,Axelsen,10,10,A,吊球,54,B,0,0,0,0
Mock_Match_3,1,9,Lakshya Sen,Axelsen,10,14,B,平抽,80,None,0,0,0,0
Mock_Match_3,1,10,Kunlavut,Lee Zii Jia,11,17,A,失误,84,None,0,0,0,0
Mock_Match_3,1,11,Antonsen,Kodai,11,14,A,吊球,57,None,0,0,0,0
Mock_Match_3,1,12,Antonsen,Lee Zii Jia,21,19,B,杀球,90,B,0,0,0,0
Mock_Match_3,1,13,Kodai,Christie,18,16,B,网前球,89,None,0,0,0,0
Mock_Match_3,1,14,Antonsen,Christie,20,15,A,网前球,42,None,0,0,0,0
Mock_Match_3,1,15,Momota,Lakshya Sen,17,18,B,失误,60,None,0,0,0,0
Mock_Match_3,1,16,Kunlavut,Lakshya Sen,15,12,B,吊球,79,None,0,0,0,0
Mock_Match_3,1,17,Axelsen,Lakshya Sen,18,12,A,挑球,53,None,0,0,0,0
Mock_Match_3,1,18,Axelsen,Antonsen,15,20,A,失误,75,None,0,0,0,0
Mock_Match_3,1,19,Christie,Momota,16,16,A,吊球,56,None,0,0,0,0
Mock_Match_3,1,20,Antonsen,Shi Yuqi,10,11,B,平抽,53,None,0,0,0,0
Mock_Match_3,1,21,Ginting,Shi Yuqi,18,15,B,平抽,65,None,0,0,0,0
Mock_Match_3,1,22,Shi Yuqi,Kodai,21,12,A,网前球,71,None,0,0,0,0
Mock_Match_3,1,23,Ginting,Lee Zii Jia,12,18,A,吊球,79,None,0,0,0,0
Mock_Match_3,1,24,Lee Zii Jia,Axelsen,11,10,A,失误,67,None,0,0,0,0
Mock_Match_3,1,25,Lee Zii Jia,Kodai,16,13,B,杀球,43,B,0,0,0,0
Mock_Match_3,1,26,Lee Zii Jia,Shi Yuqi,17,13,B,吊球,42,None,0,0,0,0
Mock_Match_3,1,27,Ginting,Momota,15,14,B,平抽,89,None,0,0,0,0
Mock_Match_3,1,28,Lee Zii Jia,Kunlavut,10,21,B,挑球,53,A,0,0,0,0
Mock_Match_3,1,29,Lee Zii Jia,Antonsen,10,14,A,失误,65,None,0,0,0,0
Mock_Match_3,1,30,Lakshya Sen,Kodai,11,12,B,吊球,90,None,0,0,0,0
Mock_Match_3,1,31,Antonsen,Ginting,12,13,B,杀球,91,B,0,0,0,0
Mock_Match_3,1,32,Shi Yuqi,Ginting,11,15,B,吊球,72,None,0,0,0,0
Mock_Match_3,1,33,Kunlavut,Lakshya Sen,15,10,B,失误,48,None,0,0,0,0
Mock_Match_3,1,34,Kodai,Ginting,13,19,A,吊球,87,None,0,0,0,0
Mock_Match_3,1,35,Antonsen,Lee Zii Jia,21,12,A,失误,41,None,0,0,0,0
Mock_Match_3,1,36,Kunlavut,Lakshya Sen,16,13,A,失误,59,None,0,0,0,0
Mock_Match_3,1,37,Antonsen,Shi Yuqi,21,11,A,吊球,72,None,0,0,0,0
Mock_Match_3,1,38,Antonsen,Momota,20,11,B,挑球,54,None,0,0,0,0
Mock_Match_3,1,39,Axelsen,Antonsen,17,18,B,失误,55,None,0,0,0,0
Mock_Match_3,1,40,Kodai,Momota,21,16,B,挑球,58,A,0,0,0,0
Mock_Match_4,1,1,Kunlavut,Lee Zii Jia,13,20,B,杀球,69,B,0,0,0,0
Mock_Match_4,1,2,Antonsen,Axelsen,17,18,A,失误,42,None,0,0,0,0
Mock_Match_4,1,3,Lakshya Sen,Ginting,10,21,A,失误,49,None,0,0,0,0
Mock_Match_4,1,4,Kunlavut,Christie,13,15,A,网前球,60,B,0,0,0,0
Mock_Match_4,1,5,Kodai,Momota,12,14,A,网前球,48,None,0,0,0,0
Mock_Match_4,1,6,Axelsen,Ginting,17,19,B,失误,41,None,0,0,0,0
Mock_Match_4,1,7,Christie,Axelsen,12,18,A,网前球,50,None,0,0,0,0
Mock_Match_4,1,8,Momota,Antonsen,17,21,B,吊球,64,None,0,0,0,0
Mock_Match_4,1,9,Kunlavut,Momota,13,11,B,网前球,44,A,0,0,0,0
Mock_Match_4,1,10,Shi Yuqi,Christie,12,12,B,失误,50,None,0,0,0,0
Mock_Match_4,1,11,Ginting,Momota,18,14,A,失误,59,None,0,0,0,0
Mock_Match_4,1,12,Axelsen,Christie,19,19,B,失误,50,None,0,0,0,0
Mock_Match_4,1,13,Shi Yuqi,Kunlavut,14,16,B,网前球,46,A,0,0,0,0
Mock_Match_4,1,14,Shi Yuqi,Lakshya Sen,15,12,B,吊球,59,None,0,0,0,0
Mock_Match_4,1,15,Antonsen,Momota,12,18,B,挑球,86,A,0,0,0,0
Mock_Match_4,1,16,Antonsen,Kunlavut,14,13,A,吊球,88,None,0,0,0,0
Mock_Match_4,1,17,Lee Zii Jia,Momota,12,13,A,平抽,81,None,0,0,0,0
Mock_Match_4,1,18,Antonsen,Momota,19,19,A,平抽,76,B,0,0,0,0
Mock_Match_4,1,19,Momota,Shi Yuqi,18,20,B,失误,44,None,0,0,0,0
Mock_Match_4,1,20,Kunlavut,Axelsen,15,18,B,杀球,77,B,0,0,0,0
Mock_Match_4,1,21,Lakshya Sen,Axelsen,21,12,A,失误,84,None,0,0,0,0
Mock_Match_4,1,22,Axelsen,Shi Yuqi,13,11,B,平抽,46,None,0,0,0,0
Mock_Match_4,1,23,Shi Yuqi,Kodai,16,12,B,杀球,52,B,0,0,0,0
Mock_Match_4,1,24,Momota,Kunlavut,17,21,B,挑球,94,A,0,0,0,0
Mock_Match_4,1,25,Antonsen,Shi Yuqi,12,12,B,平抽,71,None,0,0,0,0
Mock_Match_4,1,26,Lee Zii Jia,Kodai,14,17,B,失误,45,None,0,0,0,0
Mock_Match_4,1,27,Ginting,Lakshya Sen,12,20,B,吊球,60,None,0,0,0,0
Mock_Match_4,1,28,Antonsen,Lee Zii Jia,19,11,B,杀球,65,B,0,0,0,0
Mock_Match_4,1,29,Kunlavut,Axelsen,12,18,A,杀球,78,A,0,0,0,0
Mock_Match_4,1,30,Ginting,Antonsen,21,18,B,网前球,74,None,0,0,0,0
Mock_Match_4,1,31,Momota,Lee Zii Jia,15,21,A,失误,60,None,0,0,0,0
Mock_Match_4,1,32,Lee Zii Jia,Kodai,14,19,A,杀球,68,A,0,0,0,0
Mock_Match_4,1,33,Lakshya Sen,Lee Zii Jia,16,18,A,失误,46,None,0,0,0,0
Mock_Match_4,1,34,Kodai,Lakshya Sen,13,13,B,平抽,42,A,0,0,0,0
Mock_Match_4,1,35,Shi Yuqi,Antonsen,12,17,B,杀球,66,B,0,0,0,0
Mock_Match_4,1,36,Shi Yuqi,Lee Zii Jia,12,19,A,网前球,69,None,0,0,0,0
Mock_Match_4,1,37,Christie,Antonsen,20,10,B,杀球,81,B,0,0,0,0
Mock_Match_4,1,38,Lakshya Sen,Axelsen,12,13,A,吊球,89,B,0,0,0,0
Mock_Match_4,1,39,Lakshya Sen,Antonsen,12,21,A,网前球,82,None,0,0,0,0
Mock_Match_4,1,40,Ginting,Lee Zii Jia,19,15,B,杀球,84,B,0,0,0,0
Mock_Match_5,1,1,Lee Zii Jia,Kodai,20,15,A,杀球,75,A,0,0,0,0
Mock_Match_5,1,2,Axelsen,Antonsen,17,15,B,平抽,59,A,0,0,0,0
Mock_Match_5,1,3,Axelsen,Christie,15,21,A,杀球,85,A,0,0,0,0
Mock_Match_5,1,4,Shi Yuqi,Kunlavut,17,18,B,网前球,90,A,0,0,0,0
Mock_Match_5,1,5,Lakshya Sen,Christie,20,21,B,失误,44,None,0,0,0,0
Mock_Match_5,1,6,Christie,Antonsen,12,21,B,吊球,52,None,0,0,0,0
Mock_Match_5,1,7,Kodai,Antonsen,16,14,A,杀球,67,A,0,0,0,0
Mock_Match_5,1,8,Antonsen,Axelsen,15,14,B,杀球,94,B,0,0,0,0
Mock_Match_5,1,9,Momota,Lee Zii Jia,13,20,B,网前球,84,None,0,0,0,0
Mock_Match_5,1,10,Shi Yuqi,Lakshya Sen,12,12,A,吊球,75,None,0,0,0,0
Mock_Match_5,1,11,Lee Zii Jia,Momota,10,16,B,平抽,70,A,0,0,0,0
Mock_Match_5,1,12,Shi Yuqi,Christie,18,20,A,失误,71,None,0,0,0,0
Mock_Match_5,1,13,Lee Zii Jia,Lakshya Sen,15,18,A,挑球,79,None,0,0,0,0
Mock_Match_5,1,14,Christie,Lakshya Sen,13,15,B,杀球,86,B,0,0,0,0
Mock_Match_5,1,15,Antonsen,Lee Zii Jia,16,16,B,杀球,89,B,0,0,0,0
Mock_Match_5,1,16,Momota,Christie,11,15,A,挑球,77,B,0,0,0,0
Mock_Match_5,1,17,Axelsen,Ginting,14,10,A,杀球,91,A,0,0,0,0
Mock_Match_5,1,18,Christie,Shi Yuqi,18,15,B,平抽,45,A,0,0,0,0
Mock_Match_5,1,19,Axelsen,Antonsen,19,19,B,杀球,66,B,0,0,0,0
Mock_Match_5,1,20,Lee Zii Jia,Momota,10,13,B,网前球,73,A,0,0,0,0
Mock_Match_5,1,21,Lee Zii Jia,Kunlavut,12,14,A,杀球,74,A,0,0,0,0
Mock_Match_5,1,22,Lee Zii Jia,Antonsen,11,20,A,杀球,94,A,0,0,0,0
Mock_Match_5,1,23,Shi Yuqi,Antonsen,14,18,A,杀球,54,A,0,0,0,0
Mock_Match_5,1,24,Antonsen,Ginting,13,21,A,平抽,75,None,0,0,0,0
Mock_Match_5,1,25,Ginting,Lee Zii Jia,15,14,A,吊球,56,B,0,0,0,0
Mock_Match_5,1,26,Momota,Kunlavut,10,17,B,网前球,85,A,0,0,0,0
Mock_Match_5,1,27,Kunlavut,Shi Yuqi,18,12,B,失误,41,None,0,0,0,0
Mock_Match_5,1,28,Momota,Christie,20,21,A,挑球,68,B,0,0,0,0
Mock_Match_5,1,29,Shi Yuqi,Kodai,16,17,B,杀球,84,B,0,0,0,0
Mock_Match_5,1,30,Shi Yuqi,Axelsen,21,20,A,平抽,75,B,0,0,0,0
Mock_Match_5,1,31,Antonsen,Christie,16,18,A,失误,41,None,0,0,0,0
Mock_Match_5,1,32,Ginting,Antonsen,13,13,B,杀球,64,B,0,0,0,0
Mock_Match_5,1,33,Axelsen,Kunlavut,21,14,A,平抽,69,None,0,0,0,0
Mock_Match_5,1,34,Ginting,Antonsen,13,14,B,平抽,77,None,0,0,0,0
Mock_Match_5,1,35,Ginting,Kunlavut,18,11,A,杀球,61,A,0,0,0,0
Mock_Match_5,1,36,Lee Zii Jia,Shi Yuqi,10,10,B,失误,77,None,0,0,0,0
Mock_Match_5,1,37,Axelsen,Kodai,12,11,A,挑球,41,None,0,0,0,0
Mock_Match_5,1,38,Antonsen,Lakshya Sen,19,18,A,吊球,85,None,0,0,0,0
Mock_Match_5,1,39,Shi Yuqi,Lakshya Sen,11,18,A,吊球,54,None,0,0,0,0
Mock_Match_5,1,40,Momota,Christie,15,20,B,平抽,87,None,0,0,0,0
Mock_Match_6,1,1,Shi Yuqi,Christie,16,17,B,平抽,63,None,0,0,0,0
Mock_Match_6,1,2,Momota,Lee Zii Jia,14,21,A,杀球,72,A,0,0,0,0
Mock_Match_6,1,3,Kodai,Lee Zii Jia,11,12,B,网前球,45,None,0,0,0,0
Mock_Match_6,1,4,Shi Yuqi,Lee Zii Jia,15,18,A,杀球,89,A,0,0,0,0
Mock_Match_6,1,5,Lakshya Sen,Momota,10,15,A,失误,50,None,0,0,0,0
Mock_Match_6,1,6,Lakshya Sen,Shi Yuqi,13,16,A,失误,81,None,0,0,0,0
Mock_Match_6,1,7,Christie,Kodai,17,20,B,网前球,91,None,0,0,0,0
Mock_Match_6,1,8,Ginting,Momota,16,12,A,吊球,43,B,0,0,0,0
Mock_Match_6,1,9,Christie,Lee Zii Jia,18,10,B,杀球,70,B,0,0,0,0
Mock_Match_6,1,10,Axelsen,Christie,18,16,B,平抽,59,A,0,0,0,0
Mock_Match_6,1,11,Axelsen,Momota,11,18,B,杀球,62,B,0,0,0,0
Mock_Match_6,1,12,Momota,Axelsen,18,20,B,杀球,81,B,0,0,0,0
Mock_Match_6,1,13,Kodai,Antonsen,21,18,A,网前球,93,B,0,0,0,0
Mock_Match_6,1,14,Kunlavut,Lakshya Sen,16,14,A,平抽,93,None,0,0,0,0
Mock_Match_6,1,15,Lakshya Sen,Kodai,19,20,B,平抽,79,None,0,0,0,0
Mock_Match_6,1,16,Momota,Shi Yuqi,10,20,B,吊球,90,None,0,0,0,0
Mock_Match_6,1,17,Axelsen,Kunlavut,13,20,A,失误,65,None,0,0,0,0
Mock_Match_6,1,18,Kodai,Shi Yuqi,17,20,B,吊球,55,None,0,0,0,0
Mock_Match_6,1,19,Axelsen,Momota,11,18,A,失误,50,None,0,0,0,0
Mock_Match_6,1,20,Christie,Lee Zii Jia,14,17,A,杀球,62,A,0,0,0,0
Mock_Match_6,1,21,Lee Zii Jia,Momota,16,16,B,网前球,52,A,0,0,0,0
Mock_Match_6,1,22,Kodai,Christie,21,17,A,吊球,93,None,0,0,0,0
Mock_Match_6,1,23,Momota,Axelsen,21,16,A,平抽,45,None,0,0,0,0
Mock_Match_6,1,24,Axelsen,Kodai,18,18,A,平抽,73,B,0,0,0,0
Mock_Match_6,1,25,Lakshya Sen,Axelsen,20,19,B,平抽,59,None,0,0,0,0
Mock_Match_6,1,26,Christie,Shi Yuqi,20,12,A,网前球,54,None,0,0,0,0
Mock_Match_6,1,27,Lee Zii Jia,Kodai,13,21,A,杀球,70,A,0,0,0,0
Mock_Match_6,1,28,Kodai,Antonsen,14,19,A,杀球,45,A,0,0,0,0
Mock_Match_6,1,29,Antonsen,Momota,16,14,A,失误,43,None,0,0,0,0
Mock_Match_6,1,30,Antonsen,Lakshya Sen,16,14,A,网前球,57,None,0,0,0,0
Mock_Match_6,1,31,Antonsen,Ginting,12,12,B,吊球,81,A,0,0,0,0
Mock_Match_6,1,32,Christie,Shi Yuqi,16,15,B,吊球,52,None,0,0,0,0
Mock_Match_6,1,33,Antonsen,Axelsen,14,16,A,失误,57,None,0,0,0,0
Mock_Match_6,1,34,Antonsen,Momota,13,13,B,平抽,81,A,0,0,0,0
Mock_Match_6,1,35,Kunlavut,Lakshya Sen,19,11,A,平抽,48,B,0,0,0,0
Mock_Match_6,1,36,Christie,Kodai,21,16,B,吊球,44,None,0,0,0,0
Mock_Match_6,1,37,Shi Yuqi,Antonsen,14,21,B,网前球,53,None,0,0,0,0
Mock_Match_6,1,38,Lee Zii Jia,Antonsen,13,15,A,失误,41,None,0,0,0,0
Mock_Match_6,1,39,Axelsen,Kunlavut,18,10,B,挑球,75,A,0,0,0,0
Mock_Match_6,1,40,Antonsen,Axelsen,13,20,A,失误,92,None,0,0,0,0
Mock_Match_7,1,1,Shi Yuqi,Axelsen,20,13,B,杀球,47,B,0,0,0,0
Mock_Match_7,1,2,Shi Yuqi,Momota,21,17,A,网前球,64,None,0,0,0,0
Mock_Match_7,1,3,Lee Zii Jia,Lakshya Sen,11,11,A,杀球,82,A,0,0,0,0
Mock_Match_7,1,4,Kodai,Lee Zii Jia,16,16,A,吊球,70,B,0,0,0,0
Mock_Match_7,1,5,Shi Yuqi,Lakshya Sen,21,17,A,失误,69,None,0,0,0,0
Mock_Match_7,1,6,Shi Yuqi,Kodai,20,11,B,吊球,77,None,0,0,0,0
Mock_Match_7,1,7,Momota,Axelsen,19,17,B,杀球,56,B,0,0,0,0
Mock_Match_7,1,8,Antonsen,Axelsen,12,15,A,失误,53,None,0,0,0,0
Mock_Match_7,1,9,Ginting,Christie,12,18,B,杀球,46,B,0,0,0,0
Mock_Match_7,1,10,Lee Zii Jia,Axelsen,12,14,B,平抽,56,A,0,0,0,0
Mock_Match_7,1,11,Axelsen,Kunlavut,20,12,B,失误,73,None,0,0,0,0
Mock_Match_7,1,12,Kunlavut,Lakshya Sen,11,19,B,吊球,44,None,0,0,0,0
Mock_Match_7,1,13,Kodai,Christie,18,13,B,平抽,86,None,0,0,0,0
Mock_Match_7,1,14,Axelsen,Kodai,11,21,A,杀球,76,A,0,0,0,0
Mock_Match_7,1,15,Lakshya Sen,Lee Zii Jia,11,13,A,失误,41,None,0,0,0,0
Mock_Match_7,1,16,Antonsen,Momota,20,19,A,杀球,56,A,0,0,0,0
Mock_Match_7,1,17,Axelsen,Kodai,14,20,B,吊球,81,None,0,0,0,0
Mock_Match_7,1,18,Christie,Axelsen,17,20,A,网前球,56,B,0,0,0,0
Mock_Match_7,1,19,Lakshya Sen,Kunlavut,10,10,A,平抽,55,None,0,0,0,0
Mock_Match_7,1,20,Kunlavut,Axelsen,17,15,B,杀球,88,B,0,0,0,0
Mock_Match_7,1,21,Shi Yuqi,Ginting,18,14,B,失误,86,None,0,0,0,0
Mock_Match_7,1,22,Shi Yuqi,Momota,10,12,A,网前球,78,None,0,0,0,0
Mock_Match_7,1,23,Momota,Kunlavut,17,14,A,平抽,58,None,0,0,0,0
Mock_Match_7,1,24,Kodai,Ginting,11,17,A,杀球,74,A,0,0,0,0
Mock_Match_7,1,25,Kunlavut,Christie,16,15,A,网前球,54,None,0,0,0,0
Mock_Match_7,1,26,Lakshya Sen,Christie,12,16,B,杀球,92,B,0,0,0,0
Mock_Match_7,1,27,Christie,Axelsen,16,11,A,平抽,91,None,0,0,0,0
Mock_Match_7,1,28,Ginting,Shi Yuqi,19,19,A,网前球,56,None,0,0,0,0
Mock_Match_7,1,29,Kunlavut,Antonsen,17,18,A,平抽,59,B,0,0,0,0
Mock_Match_7,1,30,Christie,Lee Zii Jia,18,20,B,杀球,49,B,0,0,0,0
Mock_Match_7,1,31,Christie,Momota,11,16,B,挑球,62,A,0,0,0,0
Mock_Match_7,1,32,Christie,Lakshya Sen,10,11,A,平抽,52,None,0,0,0,0
Mock_Match_7,1,33,Lakshya Sen,Axelsen,10,13,A,失误,79,None,0,0,0,0
Mock_Match_7,1,34,Shi Yuqi,Axelsen,20,20,A,平抽,65,None,0,0,0,0
Mock_Match_7,1,35,Shi Yuqi,Ginting,21,11,A,平抽,79,None,0,0,0,0
Mock_Match_7,1,36,Momota,Kunlavut,18,17,A,杀球,84,A,0,0,0,0
Mock_Match_7,1,37,Shi Yuqi,Axelsen,19,15,B,杀球,88,B,0,0,0,0
Mock_Match_7,1,38,Axelsen,Kunlavut,19,13,B,杀球,81,B,0,0,0,0
Mock_Match_7,1,39,Christie,Antonsen,12,10,A,平抽,60,None,0,0,0,0
Mock_Match_7,1,40,Kodai,Ginting,14,20,A,网前球,86,None,0,0,0,0
Mock_Match_8,1,1,Antonsen,Kodai,10,11,B,杀球,80,B,0,0,0,0
Mock_Match_8,1,2,Kodai,Antonsen,20,10,B,平抽,80,A,0,0,0,0
Mock_Match_8,1,3,Lakshya Sen,Momota,17,19,A,吊球,87,B,0,0,0,0
Mock_Match_8,1,4,Lee Zii Jia,Kunlavut,21,15,A,杀球,94,A,0,0,0,0
Mock_Match_8,1,5,Lakshya Sen,Kunlavut,20,19,B,失误,84,None,0,0,0,0
Mock_Match_8,1,6,Shi Yuqi,Kodai,18,17,A,平抽,41,None,0,0,0,0
Mock_Match_8,1,7,Antonsen,Axelsen,21,18,B,杀球,40,B,0,0,0,0
Mock_Match_8,1,8,Lakshya Sen,Shi Yuqi,14,20,B,吊球,65,None,0,0,0,0
Mock_Match_8,1,9,Momota,Christie,20,15,A,杀球,54,A,0,0,0,0
Mock_Match_8,1,10,Kodai,Lee Zii Jia,13,17,A,平抽,83,None,0,0,0,0
